--cc-algorithm (Client),--cc-algorithm (Server),--initial-cwnd-packets (Client),--initial-cwnd-packets (Server),--max-data (Client),--max-data (Server),--max-stream-data (Client),--max-stream-data (Server),--max-stream-window (Client),--max-stream-window (Server),--max-streams-bidi (Client),--max-streams-bidi (Server),--max-streams-uni (Client),--max-streams-uni (Server),--max-window (Client),--max-window (Server),Goodput (kbps),Test Number
bbr2,bbr,9,8,13130538,11857201,1136569,803421,14824289,18685264,101,84,80,96,25389550,23240265,35865.98006905881,1534
bbr2,bbr,8,10,12195254,14489022,1368064,938959,13959658,20015327,105,85,119,106,21516728,29842721,36785.12213678531,1535
bbr2,reno,10,12,12041647,12720830,1408773,778629,14497297,20447128,99,99,108,105,22474141,25203807,25739.608785076038,1536
bbr2,bbr,8,12,11282233,13640468,1471165,700951,15408128,18195911,103,82,117,109,21261763,27313419,35717.33067644266,1537
bbr2,cubic,8,9,12813916,16386401,1382864,1532735,14934417,19321534,101,92,116,108,20589324,30190761,35997.202137018045,1538
bbr2,bbr,9,10,12364353,13319890,1350116,1158409,15208471,19802590,113,116,81,86,22193155,29439165,35422.62103329603,1539
cubic,bbr,10,12,12979103,12566878,1435018,1123326,14722714,19490452,102,90,115,107,20859473,29192873,35077.922289718124,1540
bbr2,bbr,8,10,11707489,13443303,1325711,1042921,14256403,18963560,99,89,86,115,21752441,25322421,37406.02573283831,1541
bbr2,cubic,9,12,12126481,12278807,1404024,853851,15048839,18469872,104,101,118,111,25093281,28954045,32841.559962822976,1542
bbr2,bbr,8,11,10942279,12805489,996159,822787,15754616,20191236,100,98,80,85,21396892,28288644,33634.077495509366,1543
reno,bbr,10,9,12252866,12145562,1377857,723332,14494274,18755461,112,93,116,106,21973120,22740496,35817.34308204942,1544
bbr2,bbr,8,10,11830385,12423006,1461465,1170185,18559676,19192623,111,86,113,104,21136807,26001599,36460.00252089518,1545
bbr2,bbr,8,12,12499389,12604222,1164172,751216,12664761,19692411,115,102,81,109,22371310,23601101,36506.52482899142,1546
bbr2,cubic,10,8,12749290,11522249,1419808,1098407,14682397,15258007,101,83,118,107,21541868,21626467,35273.166416055275,1547
bbr2,bbr,8,12,11994990,13221940,1504392,770630,15293798,11749565,110,84,114,116,20983273,21945807,36757.269309860865,1548
bbr2,bbr,8,9,16478184,12812033,1349138,1140210,16106812,12079788,103,89,81,105,21807505,30013330,34664.185087050886,1549
bbr2,bbr2,10,10,11405446,12375578,1321024,975978,12382968,18357044,100,90,80,108,21265670,29631954,34868.7611347072,1550
bbr2,bbr,9,12,12371978,12527162,1384299,890860,21363681,19946699,105,91,117,85,21518240,27920897,35908.99945806511,1551
cubic,cubic,8,11,13157373,12641563,1439300,700054,14871207,19465495,98,86,117,120,22050289,29858218,33879.63584858338,1552
bbr2,bbr,8,10,12919068,13505623,1362744,1403570,13993827,17860061,96,99,115,106,21747743,21722287,33485.0242417517,1553
bbr2,bbr,9,8,12585691,12856849,1400388,1178423,14191868,19037586,101,89,118,117,22861765,29387418,37361.1772995189,1554
bbr2,bbr,8,12,12159925,13129707,1332815,803911,15477238,18695291,86,94,119,110,20750084,24727030,36404.7491127311,1555
bbr2,cubic,10,9,11860246,12303005,1470141,1459863,12950941,20304785,102,97,88,120,21200792,22262238,34638.16313772255,1556
bbr2,bbr,10,9,11573834,13362467,1416952,725774,15070196,14921221,99,85,82,86,21389172,30022660,35283.70026338879,1557
bbr2,bbr,8,12,12056711,12132599,1367339,913346,14529726,12484407,114,80,116,107,22305727,28785316,36343.442299435614,1558
bbr2,bbr,9,10,12713288,12488181,1445225,1197635,14765155,19837993,102,87,80,117,20985136,29272031,35996.78506954025,1559
bbr2,reno,8,11,12310224,13248750,1395744,1018200,14280283,18560610,112,91,81,84,21579766,21497779,24676.368236038183,1560
bbr2,bbr,10,12,13373591,16084806,1321619,840172,14455688,19642568,100,100,117,108,21877148,22001426,35508.387550107305,1561
bbr2,cubic,8,12,11959908,12676060,1351331,1620417,15228416,19403265,103,90,116,82,22139337,29784163,31441.653498211388,1562
cubic,bbr,8,10,11722726,12430444,1495762,1086874,14918502,18882820,101,86,119,106,21244329,20298670,35118.68862890886,1563
bbr2,bbr,10,9,12466512,12719390,1417092,750453,12822218,18175989,104,108,120,115,20583310,29562956,36874.83378295273,1564
bbr2,bbr,8,12,12952988,14774658,1374423,1124117,14649056,20079920,108,84,118,105,21657332,21646165,37241.00884387657,1565
reno,cubic,9,11,12221032,12234171,1338197,778081,14074419,19149058,110,87,80,109,21402296,29559233,34399.12310737547,1566
bbr2,bbr,8,8,13225846,12960360,1395556,863763,15564635,19581007,102,89,81,119,20855453,30198196,36187.63230198004,1567
bbr2,bbr,10,10,12395936,15475781,1306345,720071,15004815,18343718,97,98,82,120,22664321,24887499,37127.59139594583,1568
bbr2,bbr,8,12,12096344,13844300,1447774,1576599,15363698,11979214,100,92,115,107,21065563,26568190,36097.60967490408,1569
bbr2,bbr,9,9,12640948,13588039,1285658,1151354,14845038,19849301,98,88,117,117,21506874,28940631,36203.843768517625,1570
bbr2,cubic,8,12,11056689,14991261,1363119,743437,13899654,18570608,101,85,87,108,21991861,27648805,34526.320295255195,1571
bbr2,bbr2,10,9,11889584,12462152,1418522,1507257,14325515,19241380,92,89,82,104,21148210,29800378,34392.875270494216,1572
bbr2,bbr,8,10,13060109,12853520,1385606,802581,14605283,20543145,99,116,114,118,22363008,28626820,35662.72681899459,1573
bbr2,bbr,9,12,12837843,12580876,1205948,1066281,15093951,18876225,103,90,81,120,21779062,30012296,35684.14756886397,1574
cubic,bbr,10,10,14263182,13107926,1322599,1110183,14693413,19013428,104,96,116,87,21352814,29122048,35165.78451157561,1575
bbr2,cubic,11,12,12194400,12044433,1463131,1196957,12643488,19433555,109,83,85,83,20891551,25359027,35498.22987204129,1576
bbr2,bbr,8,8,12508596,12282839,1061580,762077,14388650,20049244,102,87,118,105,22565111,20148454,36305.628998772154,1577
bbr2,bbr,8,11,10786223,12710450,1429783,836151,12998037,20324934,98,107,113,109,21686555,25750809,35879.20346071495,1578
bbr2,bbr,12,12,12001254,13454347,1351300,946631,15301027,19734863,115,88,80,81,23348589,21843505,36059.94940452522,1579
bbr2,cubic,10,10,11777263,13065586,1398324,1170504,15767313,17422614,100,85,115,85,22184147,24477329,36747.57585647231,1580
bbr2,bbr,8,9,16169509,13715126,1292929,1135004,17290653,18665959,113,95,102,106,29699360,23037685,35058.35112314001,1581
bbr2,bbr,9,12,12267063,13258581,1372751,1272193,14852941,18131165,103,101,81,119,21229890,20332620,37865.049860160434,1582
bbr2,bbr,8,12,12088435,12592055,1491730,724764,16985488,19302622,99,98,116,107,21459652,21480170,36304.21488737118,1583
bbr2,bbr,8,11,11643721,12380824,1332742,787839,15108112,12236966,111,99,82,116,20600389,29355110,35510.28148790333,1584
reno,reno,10,9,12686175,12902830,1024830,1479282,14112513,18476020,101,91,117,118,24611525,22482758,31587.07524054782,1585
bbr2,cubic,8,10,12881773,15349867,1434162,739813,14540988,20801114,106,86,119,114,21871609,22006336,35959.473507102,1586
cubic,bbr,10,8,12363637,15136784,1362181,814952,12817852,19486824,101,90,80,120,21018875,28091350,36460.6047118917,1587
bbr2,bbr,8,12,11930152,12510895,1404001,1149784,12234176,19935335,102,92,118,119,21605070,29680630,35526.072163350495,1588
bbr2,bbr,9,10,12503603,13378219,805034,874049,14757265,19103277,100,104,89,106,22079856,26840231,35345.94846725238,1589
bbr2,cubic,8,9,13097317,12826526,1521313,1053590,16742036,18778043,112,89,104,111,26199839,22263314,34543.22490423886,1590
bbr2,bbr,8,12,12243473,12720432,1270662,771170,13765590,19625782,99,84,84,108,21290173,20135125,35624.09199760315,1591
bbr2,bbr,10,10,13305532,12408659,1313147,1208237,14353261,19798323,114,83,86,117,20812308,21772652,36515.99613797762,1592
bbr2,bbr,8,12,12148244,13164185,1468561,1814674,13144308,18402556,104,100,82,102,21104036,21399745,35793.364200098906,1593
bbr2,bbr,9,11,11551334,12262917,1384511,702335,15023825,17990216,101,87,115,107,21457298,29919151,35509.69524747253,1594
bbr2,cubic,10,12,11821284,11960117,1342100,1097682,15424369,11966832,100,102,80,100,22378162,29145404,37005.245117717386,1595
bbr2,bbr,8,10,11409318,12546987,1418487,906332,14823245,20102257,103,97,117,105,21837247,30186865,34700.87966228249,1596
bbr2,bbr2,8,8,10695234,13036035,1381677,994542,14486033,19270553,102,88,81,86,22969713,29591298,34599.802760771745,1597
cubic,bbr,10,9,12368909,12717879,1438712,823555,15240745,17761824,107,86,83,110,24092016,28917650,34118.56195071795,1598
bbr2,bbr,9,12,13686504,12150043,1351342,1177042,14206293,11752744,98,89,114,120,21662613,26152850,31233.519164515514,1599
bbr2,cubic,8,12,12599967,13464087,1315210,742241,14680647,18843256,112,91,120,84,21224724,28378350,35915.25675535083,1600
bbr2,bbr,8,9,12933939,12355325,1091698,1125553,15563331,19543800,106,99,97,119,21373192,29368952,31858.380999075995,1601
bbr2,bbr,10,10,12766802,13255927,1413253,792294,12927933,19012663,100,93,118,108,20703405,20445797,33654.34501949387,1602
bbr2,bbr,8,12,11990220,12962570,1458453,1157312,16306122,18323831,94,82,116,118,22007400,29827815,35862.42276970537,1603
bbr2,cubic,9,10,12142726,12619070,1241356,760582,13825067,20243611,110,114,81,106,21009799,24051014,36287.850637089396,1604
bbr2,bbr,8,11,12310957,12472416,1369818,1034590,12593822,18636606,105,116,82,120,21519614,22123475,36052.86682895298,1605
bbr2,bbr,10,9,10935523,12823606,1296530,700739,15123855,19406575,102,84,112,116,22261751,21601743,35283.61121860121,1606
bbr2,bbr,8,11,11168852,14656524,1394549,1082715,14942520,19825751,111,86,80,95,21720749,21347942,37016.85539275929,1607
reno,reno,8,12,11726660,12239152,1332224,858368,14579233,19651732,101,90,99,104,21080961,30024819,26208.953451860787,1608
cubic,bbr,9,8,13225495,13318570,1481289,1193771,14036050,20005215,104,88,85,107,22586342,24986064,35045.579346498285,1609
bbr2,cubic,10,10,13036378,13572608,1428501,1657266,14433864,19151371,99,111,117,99,21363958,21879298,35637.07703686522,1610
bbr2,bbr,8,12,11998479,12641338,1353699,1881849,13034186,18828902,116,85,119,119,22010060,29766491,36469.40213731378,1611
bbr2,bbr,11,12,12547325,15605095,1393563,726551,18089977,18116350,100,87,84,109,20512051,29461412,35225.338905935256,1612
bbr2,bbr,10,9,10567034,12476956,1448470,1118355,14823079,18549311,103,89,83,85,20858189,29207242,34825.044649047275,1613
bbr2,cubic,8,10,12766805,13028011,1268032,963235,11778255,19353168,109,90,116,103,21557546,20290660,30467.789040744625,1614
bbr2,bbr,8,12,12401965,12321645,1324760,1437785,14287130,19684315,89,88,115,115,21241215,21772376,35405.338103225164,1615
bbr2,bbr,9,9,11832021,12813836,1374601,776683,15243308,20479321,102,87,95,118,21814829,27473793,35684.02613235823,1616
bbr2,bbr,10,10,12237011,13160716,1843177,1249213,15930751,19025866,99,98,82,106,21605538,20548990,36329.811629634285,1617
bbr2,bbr,8,12,12061013,12082808,1407754,1218335,14654997,18311466,101,85,118,119,21125393,28701154,36185.8215177877,1618
bbr2,cubic,8,11,11879594,14281679,1352038,927670,15016645,19891926,103,84,81,120,22194619,23398809,34473.424551699194,1619
bbr2,bbr,10,8,10794567,12584194,1297437,819554,15486063,20103365,113,103,117,105,22480692,30023732,35934.51892658332,1620
cubic,bbr2,8,12,12641867,13428655,1441269,1168885,13279671,12140178,97,101,80,110,21400186,29593217,34424.7163695965,1621
bbr2,bbr,9,10,12117051,12706769,1411775,742980,14148067,19263158,100,89,116,108,21931056,21293454,35544.84372292116,1622
bbr2,bbr,8,9,11678148,12944781,1375045,1138328,14487874,19512737,101,96,83,107,20909525,20464678,36681.660979847096,1623
bbr2,cubic,10,12,14058983,15218374,1343619,724845,15670669,18697241,110,91,86,117,21709367,22717964,34938.38328810165,1624
bbr2,bbr,8,10,13427838,13683462,1468502,1389037,12448084,18496651,98,94,118,119,21300149,22097329,33923.08090480874,1625
bbr2,bbr,10,12,12438602,11677767,1391110,789546,13653825,20291455,115,92,114,114,29357340,28934374,35375.19319367864,1626
bbr2,bbr,8,9,13025199,12394507,1311644,754467,12715429,19001482,85,86,117,117,22799962,24634211,36399.03081804234,1627
bbr2,cubic,9,11,12916050,12497923,1587834,847833,14847334,19766269,99,100,81,120,27484409,29790689,31547.1024875577,1628
reno,bbr,8,12,12166080,13147585,1128833,1093772,13122510,19424615,104,97,84,87,20736008,21533144,34556.3733103084,1629
bbr2,bbr,10,10,10674961,12206829,1419746,1542423,15124678,11920858,102,88,115,107,30091763,30188559,36249.18166532781,1630
bbr2,bbr,8,9,12296845,13287787,1363708,1178794,15338517,19186460,100,89,80,109,21525555,22399252,37039.06746732603,1631
cubic,bbr,8,8,11990087,12685141,1330082,1985169,14652787,18856930,111,82,81,83,22200683,29080129,36118.405359672426,1632
bbr2,reno,9,12,12774522,11076400,1492263,902280,13933000,12317281,96,91,119,105,21137724,29444750,31235.42647900456,1633
bbr2,cubic,8,12,13168728,14006138,1280325,1062093,14356350,19594973,120,87,85,84,25750484,25488944,36771.04538273657,1634
bbr2,bbr,10,10,11505782,12883343,1449663,1145792,14965493,18190050,102,85,82,118,21833875,28551119,35566.786556661275,1635
bbr2,bbr,8,9,10511023,12396119,1391661,877907,12967557,19853699,101,113,117,86,21433654,29969102,35052.27165129445,1636
bbr2,bbr,10,11,12591407,12590783,1357677,1111568,14583326,17897566,103,90,116,106,20985112,20281437,36253.48981535743,1637
bbr2,cubic,8,12,12460075,13527402,1401939,797528,14136840,20088338,99,84,80,98,21236641,21619098,34799.24266937473,1638
bbr2,bbr,9,10,12271291,13066972,1424873,1208180,14715888,18442447,108,98,83,108,21583979,27110493,34658.714084680454,1639
bbr2,bbr,11,8,11873461,14958168,1316498,724997,15239477,18651179,114,83,82,120,24347150,21203189,36043.29350296687,1640
bbr2,bbr,8,12,12094735,12292738,1339720,700522,13447900,13898402,103,88,98,111,22042352,29670428,36553.77128444861,1641
bbr2,bbr,10,12,11279301,15426611,1377098,753468,14962829,19349565,100,110,113,117,22455346,21938680,35681.53686612227,1642
cubic,cubic,8,9,12824635,16241165,1979477,1020784,12748557,21110324,112,90,118,119,20545426,20349766,36322.93721627468,1643
bbr2,bbr,9,10,10202308,12821861,1183547,830959,13190288,19597189,105,86,84,116,21690306,27844847,39509.082945163216,1644
bbr,bbr,10,10,10052876,12706047,1210256,835279,13229859,19674348,105,85,85,115,21841289,28349265,37841.87051962938,1645
bbr2,bbr,8,10,10015130,12858504,1215197,850601,13137498,19610317,104,84,85,117,21760098,28194640,35753.94306976585,1646
bbr2,bbr,8,10,10223234,12880211,1175914,870389,13220693,19878654,104,85,85,115,22028171,28441632,35573.21176782401,1647
bbr2,bbr,10,10,10078116,12751092,1204283,832432,13410242,19520085,105,86,85,113,21788344,27368387,35864.492664088044,1648
reno,bbr,9,10,10270509,12933866,1154787,808892,12890252,19439793,105,86,84,116,21619841,28089185,35597.54603517995,1649
bbr2,bbr,8,10,10166127,12730833,1137066,847437,13172287,19710177,104,105,86,114,21987692,27834734,36228.40726623185,1650
bbr2,bbr,8,10,10246266,12809632,1206012,822932,12905896,19863105,104,85,84,115,21668102,28241892,35651.92001934619,1651
bbr,bbr,8,10,10341787,12956281,1247084,866953,13317252,19370272,105,115,83,115,21866565,27673412,36213.36188288926,1652
bbr2,bbr,10,10,10002282,12606607,1126375,811051,13045020,19566144,107,84,84,116,21644124,28352418,35206.2087365337,1653
bbr2,bbr,8,10,10104874,12811126,1194217,866982,13080114,19744929,106,99,84,116,22209414,27967911,36718.944034807806,1654
bbr2,bbr,9,10,10181956,12757505,1143754,896475,13530542,19213960,105,86,86,115,21510142,28431500,35300.50809184873,1655
bbr2,bbr,10,10,10177078,12540299,1094655,869511,12923823,20082729,104,85,83,114,21951211,26680869,35701.00490108457,1656
cubic,bbr,8,10,10322694,12964423,1217720,828603,13399217,19995790,105,100,84,116,21682270,27695571,35740.94888153595,1657
bbr2,bbr,8,10,10180496,12650916,1220655,836233,12744471,19427544,107,83,84,116,22064246,27876930,35815.52329014406,1658
bbr,bbr,9,10,10317385,12865652,1258513,847174,13138379,19591408,106,95,83,115,21526847,27763462,35794.662424643786,1659
bbr2,bbr,10,10,10348755,12519606,1192642,822169,13334525,19234221,104,86,83,114,22298013,28571733,35624.86357107851,1660
bbr2,bbr,8,10,10520370,13015317,1102807,901412,13549526,19834428,103,81,101,116,21718963,26412014,36102.829657607464,1661
bbr2,bbr,8,10,10448404,12721749,1192686,806947,12573462,20321582,104,93,85,116,21887470,28112768,36128.812189877004,1662
bbr2,bbr,10,10,10164522,12504452,1188431,890196,12956051,19577533,106,99,87,116,21420338,27414812,37140.31450979489,1663
bbr2,bbr,9,10,10004532,12646241,1079250,925941,13328048,19987878,103,97,84,106,21471820,29044082,32020.01984120168,1664
bbr,bbr,8,10,10447252,12855683,1152749,796484,12756593,19254232,105,92,85,115,22128942,28734245,34844.58770434093,1665
bbr2,bbr,8,10,10250734,12327871,1238821,848204,20359454,19705306,109,84,86,107,21822977,27548174,35368.97352241517,1666
bbr2,bbr,10,10,10126744,10584870,1237941,814267,13668952,19392699,110,112,82,117,21401132,28684229,36338.21547589085,1667
bbr2,bbr,8,10,10575092,12439467,1180094,1234583,13132322,19177716,103,85,84,84,21615817,29167722,35300.74577309679,1668
bbr2,bbr,10,10,13763182,12620860,1227392,1717865,13218536,19811142,103,91,83,109,22422257,28877478,33629.4795465561,1669
cubic,bbr,8,10,10372031,13015330,1156346,879282,12812132,20169430,106,83,82,85,21893082,27098572,36089.95332480626,1670
bbr2,bbr,9,10,10446645,12157039,1433135,1157150,12440727,19537296,81,96,83,104,21680441,27257147,36604.925423088316,1671
bbr2,bbr,8,10,10644932,12800613,1053737,786469,13601207,19120560,105,89,81,105,22167878,25203842,36702.5410773524,1672
bbr,bbr2,8,10,10315029,12515215,1115814,1186135,13399055,20641522,104,86,106,116,21422062,28196196,34281.193297915815,1673
bbr2,bbr,10,10,10500393,12382933,1456216,1504642,12939976,19971461,103,98,82,107,22653332,28039086,30502.420781449706,1674
reno,bbr,8,10,10801152,12749282,1410805,840350,15524482,19416179,104,90,103,108,21298552,28940452,33060.26045088436,1675
bbr2,bbr,9,10,10205812,12953260,1275708,1476750,13267073,19700262,111,90,84,106,21973353,26893209,38060.42039469625,1676
bbr2,bbr,9,10,10185314,13061597,1259078,1536844,13433874,19704698,116,90,84,105,22164889,27285843,34372.3988499111,1677
bbr2,bbr,10,10,10289986,12935885,1240067,1119927,13178313,19923703,117,91,83,106,22104237,26697823,35771.324035794314,1678
bbr2,bbr,8,10,10148521,12940552,1278896,1455030,13261593,19604163,119,91,85,106,21972833,26196754,36557.148435321025,1679
bbr2,bbr,8,10,10105435,13112488,1268594,1478468,13522437,19745159,111,90,84,105,21994269,27634204,36246.81653474784,1680
bbr,bbr,10,10,10232219,13031911,1234330,1489957,13257210,20178345,103,91,83,106,22253610,28192970,34470.619707070284,1681
bbr2,bbr,8,10,10147790,12847475,1252767,1270260,13040293,19853224,113,90,84,104,21936544,26128745,37101.51491294956,1682
bbr2,bbr,9,10,10274259,12944603,1271245,1506436,13572143,19509642,102,92,84,106,22328831,26541567,35609.226824692036,1683
